objectid,cdmid,title,bill_number,public_act_number,format,date_published
cdm101342,101342,Bill Analysis,1975-HB-4623,1976-PA-273,application/pdf,
cdm101387,101387,Bill Analysis,1987-HB-5144,1987-PA-278,application/pdf,
cdm101388,101388,Bill Analysis,1987-HB-5144,1987-PA-278,application/pdf,
cdm101390,101390,Bill Analysis,1993-HB-4269,1993-PA-93,application/pdf,
cdm101391,101391,Bill Analysis,1993-HB-4269;1993-SB-589;1993-SB-480,1993-PA-93;1993-PA-177,application/pdf,
cdm101392,101392,Bill Analysis,1993-HB-4269;1993-SB-589;1993-SB-480,1993-PA-93;1993-PA-177,application/pdf,
cdm101393,101393,Bill Analysis,1993-HB-4269,1993-PA-93,application/pdf,
cdm101394,101394,Bill Analysis,1993-HB-4269;1993-SB-480,1993-PA-93;1993-PA-177,application/pdf,
cdm101396,101396,Bill Analysis,1983-HB-4995,1984-PA-425,application/pdf,
cdm101397,101397,Bill Analysis,1983-HB-4995,1984-PA-425,application/pdf,
cdm101399,101399,Bill Analysis,1979-HB-4407,1980-PA-202,application/pdf,
cdm101400,101400,Bill Analysis,1979-HB-4407,1980-PA-202,application/pdf,
cdm101402,101402,Bill Analysis,1977-SB-18,1977-PA-72,application/pdf,
cdm101403,101403,Bill Analysis,1982-SB-611,1982-PA-518,application/pdf,
cdm101404,101404,Bill Analysis,1983-HB-4752;1983-HB-4753;1983-HB-4754;1983-HB-4755;1983-HB-4762;1983-HB-4763,1984-PA-270,application/pdf,
cdm101419,101419,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101420,101420,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101421,101421,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101422,101422,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101423,101423,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101424,101424,Bill Analysis,1971-HB-5706;1971-HB-5707,1972-PA-326;1972-PA-327,application/pdf,
cdm101425,101425,Bill Analysis,1971-HB-5706;1971-HB-5707;1971-SB-1071;1971-SB-1072,1972-PA-326;1972-PA-327,application/pdf,
cdm101426,101426,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101427,101427,Bill Analysis,1971-HB-5707,1971-PA-327,application/pdf,
cdm101428,101428,Bill Analysis,1971-HB-5707,1972-PA-327,application/pdf,
cdm101429,101429,Public Acts,1971-HB-5707,1972-PA-327,application/pdf,
cdm101432,101432,Bill Analysis,1977-HB-4254,1977-PA-53,application/pdf,
cdm101433,101433,Bill Analysis,1977-HB-4254,1977-PA-53,application/pdf,
cdm101435,101435,Bill Analysis,1975-SB-933,1975-PA-195,application/pdf,
cdm101436,101436,Bill Analysis,1975-SB-933,1975-PA-195,application/pdf,
cdm101438,101438,Bill Analysis,1976-SB-1386,1976-PA-296,application/pdf,
cdm101439,101439,Bill Analysis,1976-SB-1386,1976-PA-296,application/pdf,
cdm101440,101440,Bill Analysis,1976-SB-1386,1976-PA-296,application/pdf,
cdm101442,101442,Bill Analysis,1976-SB-1387,1976-PA-297,application/pdf,
cdm101443,101443,Bill Analysis,1976-SB-1387,1976-PA-297,application/pdf,
cdm101444,101444,Bill Analysis,1976-SB-1387,1976-PA-297,application/pdf,
cdm101445,101445,Bill Analysis,1976-SB-1387,1976-PA-297,application/pdf,
cdm101446,101446,Bill Analysis,1976-SB-1387,1976-PA-297,application/pdf,
cdm101448,101448,Bill Analysis,1977-HB-5656,1978-PA-444,application/pdf,
cdm101449,101449,Bill Analysis,1977-HB-5656,1978-PA-444,application/pdf,
cdm101450,101450,Bill Analysis,1977-HB-5656,1978-PA-444,application/pdf,
cdm101451,101451,Bill Analysis,1977-HB-5656,1978-PA-444,application/pdf,
cdm101453,101453,Bill Analysis,1981-HB-4936;1981-HB-4937;1981-HB-4938;1981-HB-4939;1981-HB-4940,1982-PA-437;1982-PA-438;1982-PA-305;1982-PA-439,application/pdf,
cdm101454,101454,Bill Analysis,1981-HB-4937;1981-HB-4938;1981-HB-4940;1981-HB-5325;1982-HB-5635;1982-HB-6141;1982-HB-6146;1982-HB-6157,1982-PA-437;1982-PA-438;1982-PA-440;1982-PA-441,application/pdf,
cdm101455,101455,Bill Analysis,1981-HB-4937;1981-HB-4938;1981-HB-4940;1982-HB-6141;1982-HB-6157,1982-PA-437;1982-PA-438;1982-PA-439;1982-PA-440;1982-PA-441,application/pdf,
cdm101456,101456,Bill Analysis,1981-HB-4938,1982-PA-438,application/pdf,
cdm101457,101457,Bill Analysis,1981-HB-4937;1981-HB-4938;1981-HB-4940;,1982-PA-437;1982-PA-438;1982-PA-439,application/pdf,
cdm101458,101458,Bill Analysis,1981-HB-4937;1981-HB-4938;1981-HB-4939;1981-HB-4940;1982-HB-6141;1982-HB-6157,1982-PA-437;1982-PA-438;1982-PA-305;1982-PA-439;1982-PA-440;1982-PA-441,application/pdf,
cdm101463,101463,Bill Analysis,1994-SB-999,1994-PA-3,application/pdf,
cdm101464,101464,House Bills,1993-HB-5110,1993-PA-330,application/pdf,
cdm101465,101465,House Bills,1993-HB-5110,1993-PA-330,application/pdf,
cdm101467,101467,Bill Analysis,1993-HB-4859,1994-PA-159,application/pdf,
cdm101468,101468,Bill Analysis,1993-HB-4859,1994-PA-159,application/pdf,
cdm101470,101470,Bill Analysis,1983-HB-4233,1984-PA-426,application/pdf,
cdm101474,101474,Public Acts,1980-HB-6073,1980-PA-522,application/pdf,
cdm101475,101475,Bill Analysis,1980-HB-6073,1980-PA-522,application/pdf,
cdm101477,101477,Bill Analysis,1981-SB-430,1982-PA-403,application/pdf,
cdm101478,101478,Public Acts,1981-SB-430,1982-PA-403,application/pdf,
cdm101480,101480,Bill Analysis,1975-HB-4057,1975-PA-287,application/pdf,
cdm101481,101481,Bill Analysis,1975-HB-4057,1975-PA-287,application/pdf,
cdm101482,101482,Bill Analysis,1975-HB-4057,1975-PA-287,application/pdf,
cdm101484,101484,Bill Analysis,1977-HB-4126,1978-PA-59,application/pdf,
cdm101485,101485,Bill Analysis,1977-HB-4126,1978-PA-59,application/pdf,
cdm101486,101486,Bill Analysis,1977-HB-4126,1978-PA-59,application/pdf,
cdm101488,101488,Bill Analysis,1971-HB-5547,1972-PA-290,application/pdf,
cdm101489,101489,Public Acts,1971-HB-5547,1972-PA-290,application/pdf,
cdm101490,101490,Bill Analysis,1971-HB-5547,1972-PA-290,application/pdf,
cdm101492,101492,Bill Analysis,1970-HB-4713,1970-PA-182,application/pdf,
cdm101493,101493,Public Acts,1970-HB-4713,1970-PA-182,application/pdf,
cdm101495,101495,Bill Analysis,1971-HB-4575,1971-PA-75,application/pdf,
cdm101496,101496,Public Acts,1971-HB-4575,1971-PA-75,application/pdf,
cdm101498,101498,Bill Analysis,1973-SB-229,1973-PA-139,application/pdf,
cdm101499,101499,Bill Analysis,1973-SB-387,1974-PA-160,application/pdf,
cdm101500,101500,Bill Analysis,1973-HB-4203,1974-PA-160,application/pdf,
cdm101501,101501,Bill Analysis,1973-SB-395,1974-PA-318,application/pdf,
cdm101502,101502,Bill Analysis,1987-HB-4641;1987-HB-4642;1987-HB-4643,1988-PA-223;1988-PA-224;1988-PA-225,application/pdf,
cdm101503,101503,Bill Analysis,1987-HB-4641;1987-HB-4642;1987-HB-4643,1988-PA-223;1988-PA-224;1988-PA-225,application/pdf,
cdm101504,101504,Bill Analysis,1987-HB-4641;1987-HB-4642;1987-HB-4643,1988-PA-223;1988-PA-224;1988-PA-225,application/pdf,
cdm101505,101505,Bill Analysis,1987-HB-4641;1987-HB-4642;1987-HB-4643,1988-PA-223;1988-PA-224;1988-PA-225,application/pdf,
cdm101506,101506,Public Acts,1987-HB-4642,1988-PA-224,application/pdf,
cdm101508,101508,Bill Analysis,1980-HB-5417,1980-PA-289,application/pdf,
cdm101509,101509,Bill Analysis,1980-HB-5417,1980-PA-289,application/pdf,
cdm101511,101511,Bill Analysis,1977-SB-659,1978-PA-493,application/pdf,
cdm101512,101512,Bill Analysis,1980-SB-1119,1980-PA-316,application/pdf,
cdm101513,101513,Bill Analysis,1980-SB-1119,1980-PA-316,application/pdf,
cdm101514,101514,Bill Analysis,1980-SB-1119,1980-PA-316,application/pdf,
cdm101515,101515,Bill Analysis,1980-SB-1119,1980-PA-316,application/pdf,
cdm101518,101518,Bill Analysis,1981-HB-4591,1982-PA-132,application/pdf,
cdm101519,101519,Bill Analysis,1981-HB-4591,1982-PA-132,application/pdf,
cdm101520,101520,Bill Analysis,1981-HB-4591,1982-PA-132,application/pdf,
cdm101521,101521,Public Acts,1981-HB-4591,1982-PA-132,application/pdf,
cdm101523,101523,Bill Analysis,1981-HB-4684,1982-PA-162,application/pdf,
cdm101524,101524,Bill Analysis,1981-HB-4684,1982-PA-162,application/pdf,
cdm101525,101525,Bill Analysis,1981-HB-4684,1982-PA-162,application/pdf,
cdm101527,101527,Senate Bills,1982-SB-984,1982-PA-501,application/pdf,
cdm101528,101528,Senate Bills,1982-SB-984,1982-PA-501,application/pdf,
cdm101529,101529,Bill Analysis,1982-SB-984,1982-PA-501,application/pdf,
cdm101530,101530,Senate Bills,1982-SB-984,1982-PA-501,application/pdf,
cdm101538,101538,Bill Analysis,1981-SB-528;1981-SB-529;1981-SB-530,1982-PA-496;1982-PA-538,application/pdf,
cdm101539,101539,Bill Analysis,1981-SB-530,1982-PA-538,application/pdf,
cdm101540,101540,Public Acts,1981-SB-530,1982-PA-538,application/pdf,
cdm101542,101542,Bill Analysis,1986-SB-730,1986-PA-318,application/pdf,
cdm101543,101543,Bill Analysis,1986-SB-730,1986-PA-318,application/pdf,
cdm101545,101545,Bill Analysis,1989-HB-4701,1989-PA-261,application/pdf,
cdm101546,101546,Bill Analysis,1989-HB-4701,1989-PA-261,application/pdf,
cdm101547,101547,Bill Analysis,1989-HB-4701,1989-PA-261,application/pdf,
cdm101548,101548,Bill Analysis,1989-HB-4701,1989-PA-261,application/pdf,
cdm101550,101550,Bill Analysis,1989-SB-490,1990-PA-305,application/pdf,
cdm101551,101551,Bill Analysis,1989-SB-490,1990-PA-305,application/pdf,
cdm101552,101552,Bill Analysis,1989-SB-490,1990-PA-305,application/pdf,
cdm101553,101553,Public Acts,1989-SB-490,1990-PA-305,application/pdf,
cdm101555,101555,Bill Analysis,1993-HB-4076;1993-HB-4077;1993-HB-4078;1993-HB-4080;1993-HB-4289;1993-HB-4290;1993-HB-4292;1993-HB-4295,1993-PA-79;1993-PA-80;1993-PA-81;1993-PA-82;1993-PA-83;1993-PA-84;1993-PA-85;1993-PA-86,application/pdf,
cdm101556,101556,Bill Analysis,1993-HB-4076;1993-HB-4077;1993-HB-4078;1993-HB-4080;1993-HB-4289;1993-HB-4290;1993-HB-4292;1993-HB-4295;1993-SB-343,1993-PA-79;1993-PA-80;1993-PA-81;1993-PA-82;1993-PA-83;1993-PA-84;1993-PA-85;1993-PA-86;1993-PA-87,application/pdf,
cdm101558,101558,Bill Analysis,1993-SB-337;1993-SB-338;1993-SB-339;1993-SB-340;1993-SB-341;1993-SB-342;1993-SB-343,1993-PA-87,application/pdf,
cdm101559,101559,Bill Analysis,1993-SB-343,1993-PA-87,application/pdf,
cdm101561,101561,Bill Analysis,1993-SB-103,1993-PA-137,application/pdf,
cdm101562,101562,Bill Analysis,1993-SB-103,1993-PA-137,application/pdf,
cdm101564,101564,Bill Analysis,1993-HB-4960,1994-PA-52,application/pdf,
cdm101565,101565,Bill Analysis,1993-HB-4960,1994-PA-52,application/pdf,
cdm101567,101567,Bill Analysis,1993-HB-5245,1994-PA-78,application/pdf,
cdm101568,101568,Bill Analysis,1993-HB-5245,1994-PA-78,application/pdf,
cdm101570,101570,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-58;1995-PA-59;1995-PA-60;1995-PA-61,application/pdf,
cdm101571,101571,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-58;1995-PA-59;1995-PA-60;1995-PA-61,application/pdf,
cdm101572,101572,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-58;1995-PA-59;1995-PA-60;1995-PA-61,application/pdf,
cdm101574,101574,Bill Analysis,1995-SB-281;1995-SB-283,1996-PA-248;1996-PA-249,application/pdf,
cdm101575,101575,Bill Analysis,1995-SB-281;1995-SB-283;1995-SB-682;1995-SB-689;1995-SB-698;1995-SB-699;1995-SB-700;1996-SB-867;1996-SB-870;1995-HB-4037;1995-HB-4044;1995-HB-4371;1995-HB-4445;1995-HB-4486;1995-HB-4487;1995-HB-4490,1996-PA-248;1996-PA-249;1996-PA-244;1996-PA-250;1996-PA-252;1996-PA-247;1996-PA-253;1996-PA-255;1996-PA-256;1996-PA-257;1996-PA-245;1996-PA-246;1996-PA-259;1996-PA-260;1996-PA-261;1996-PA-262,application/pdf,
cdm101576,101576,Bill Analysis,1995-SB-281;1995-SB-283;1995-SB-682;1995-SB-689;1995-SB-698;1995-SB-699;1995-SB-700;1996-SB-867;1996-SB-870;1995-HB-4037;1995-HB-4044;1995-HB-4371;1995-HB-4445;1995-HB-4486;1995-HB-4487;1995-HB-4490,1996-PA-248;1996-PA-249;1996-PA-244;1996-PA-250;1996-PA-252;1996-PA-247;1996-PA-253;1996-PA-255;1996-PA-256;1996-PA-257;1996-PA-245;1996-PA-246;1996-PA-259;1996-PA-260;1996-PA-261;1996-PA-262,application/pdf,
cdm101577,101577,Bill Analysis,1995-SB-281;1995-SB-282;1995-SB-283;1995-SB-284,1996-PA-248;1996-PA-249,application/pdf,
cdm101579,101579,Bill Analysis,1995-HB-5108,1996-PA-268,application/pdf,
cdm101580,101580,Bill Analysis,1995-HB-5108,1996-PA-268,application/pdf,
cdm101581,101581,Bill Analysis,1995-HB-5108,1996-PA-268,application/pdf,
cdm101583,101583,Bill Analysis,1995-SB-587;1995-SB-588;1995-SB-589;1995-SB-590;1995-SB-592;1995-SB-593;1995-SB-594;1995-SB-596;1995-SB-597;1995-SB-598;1995-SB-711,1996-PA-367;1996-PA-275;1996-PA-276;1996-PA-301;1996-PA-302;1996-PA-303;1996-PA-304;1996-PA-309;1996-PA-266,application/pdf,
cdm101584,101584,Bill Analysis,1995-SB-588,1996-PA-367,application/pdf,
cdm101585,101585,Bill Analysis,1995-SB-588;1995-SB-589;1995-SB-590;1995-SB-592;1995-SB-593;1995-SB-594;1995-SB-596;1995-SB-597;1995-SB-598;1995-SB-711,1996-PA-367;1996-PA-275;1996-PA-276;1996-PA-301;1996-PA-302;1996-PA-303;1996-PA-304;1996-PA-309;1996-PA-266,application/pdf,
cdm101630,101630,Bill Analysis,1985-HB-4863,1986-PA-172,application/pdf,
cdm101631,101631,Bill Analysis,1985-HB-4863,1986-PA-172,application/pdf,
cdm101640,101640,Bill Analysis,1987-SB-374,1988-PA-256,application/pdf,
cdm101641,101641,Bill Analysis,1987-SB-374,1988-PA-256,application/pdf,
cdm101642,101642,Bill Analysis,1987-SB-374,1988-PA-256,application/pdf,
cdm101643,101643,Bill Analysis,1987-SB-374,1988-PA-256,application/pdf,
cdm101645,101645,Bill Analysis,1981-SB-246,1981-PA-154,application/pdf,
cdm101646,101646,Bill Analysis,1981-SB-246,1981-PA-154,application/pdf,
cdm101647,101647,Bill Analysis,1981-SB-246,1981-PA-154,application/pdf,
cdm101649,101649,Bill Analysis,1995-HB-5353;1995-HB-5354,1995-PA-223;1995-PA-224,application/pdf,
cdm101650,101650,Bill Analysis,1995-HB-5353;1995-HB-5354,1995-PA-223;1995-PA-224,application/pdf,
cdm101651,101651,House Bills,1995-HB-5353;1995-HB-5354,1995-PA-223;1995-PA-224,application/pdf,
cdm101662,101662,Public Acts,1989-SB-175,1990-PA-72,application/pdf,
cdm101667,101667,Bill Analysis,1995-HB-4614;1995-HB-4616;1995-HB-4618;1995-HB-4619;1995-HB-4621;1995-HB-4622,1995-PA-162;1995-PA-163;1995-PA-164;1995-PA-165;1995-PA-166;1995-PA-167,application/pdf,
cdm101668,101668,Bill Analysis,1995-HB-4614;1995-HB-4616;1995-HB-4618;1995-HB-4619;1995-HB-4621;1995-HB-4622,1995-PA-162;1995-PA-163;1995-PA-164;1995-PA-165;1995-PA-166;1995-PA-167,application/pdf,
cdm101670,101670,Bill Analysis,1985-HB-5021,1986-PA-7,application/pdf,
cdm101671,101671,Bill Analysis,1985-HB-5021,1986-PA-7,application/pdf,
cdm101672,101672,Bill Analysis,1985-HB-5021,1986-PA-7,application/pdf,
cdm101675,101675,Bill Analysis,1987-HB-4628,1987-PA-191,application/pdf,
cdm101676,101676,Bill Analysis,1987-HB-4628,1987-PA-191,application/pdf,
cdm101839,101839,Bill Analysis,1985-HB-5021,1986-PA-7,application/pdf,
cdm101841,101841,Bill Analysis,1985-HB-5021,1986-PA-7,application/pdf,
cdm102035,102035,Bill Analysis,1981-SB-472;1981-SB-473;1981-SB-474;1981-SB-475,1982-PA-17;1982-PA-28;1982-PA-29;1982-PA-31,application/pdf,
cdm102036,102036,Bill Analysis,1981-SB-472;1981-SB-473;1981-SB-474;1981-SB-475,1982-PA-17;1982-PA-28;1982-PA-29;1982-PA-31,application/pdf,
cdm102037,102037,Bill Analysis,1981-SB-472;1981-SB-473;1981-SB-474;1981-SB-475,1982-PA-17;1982-PA-28;1982-PA-29;1982-PA-31,application/pdf,
cdm102039,102039,Bill Analysis,1989-HB-4113,1989-PA-251,application/pdf,
cdm102040,102040,Bill Analysis,1989-HB-4113,1989-PA-251,application/pdf,
cdm102041,102041,Bill Analysis,1989-HB-4113,1989-PA-251,application/pdf,
cdm102042,102042,Bill Analysis,1989-HB-4113,1989-PA-251,application/pdf,
cdm102418,102418,Bill Analysis,1996-SB-973;1996-SB-974;1996-SB-1022,,application/pdf,
cdm102419,102419,Bill Analysis,1996-SB-973;1996-SB-974;1996-SB-1022,,application/pdf,
cdm102420,102420,Senate Bills,1996-SB-974,,application/pdf,
cdm102421,102421,Senate Bills,1996-SB-974,,application/pdf,
cdm102422,102422,Senate Bills,1996-SB-974,,application/pdf,
cdm104561,104561,Bill analysis,1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104562,104562,Bill analysis,1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104563,104563,Bill analysis,1985-HB-5154,1986-PA-178,application/pdf,
cdm104564,104564,Bill analysis,1985-HB-5154,1986-PA-178,application/pdf,
cdm104565,104565,Introduced bill,1985-HB-5154,1986-PA-178,application/pdf,
cdm104566,104566,Substitute bill S-3,1985-HB-5154,1986-PA-178,application/pdf,
cdm104567,104567,Enrolled bill,1985-HB-5154,1986-PA-178,application/pdf,
cdm104568,104568,Policy recommendations,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104569,104569,Bill analysis,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104570,104570,Introduced bill,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104571,104571,Substitute bill H-1,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104572,104572,House Journal entries,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104573,104573,History,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104574,104574,History,1985-HB-5150;1985-HB-5154;1985-HB-5164,1986-PA-178,application/pdf,
cdm104577,104577,Bill Analysis,1989-HB-4016,1990-PA-312,application/pdf,
cdm104578,104578,Bill Analysis,1989-HB-4016,1990-PA-312,application/pdf,
cdm104579,104579,Bill Analysis,1989-HB-4016,1990-PA-312,application/pdf,
cdm104580,104580,Bill Analysis,1989-HB-4016,1990-PA-312,application/pdf,
cdm104581,104581,Bill Analysis,1989-HB-4016,1990-PA-312,application/pdf,
cdm104711,104711,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-93;1991-PA-95;1991-PA-98;1991-PA-99,application/pdf,
cdm104712,104712,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-93;1991-PA-95;1991-PA-98;1991-PA-99,application/pdf,
cdm104713,104713,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-93;1991-PA-95;1991-PA-98;1991-PA-99,application/pdf,
cdm104714,104714,Bill Analysis,1991-HB-4827;1991-HB-4828,1991-PA-98;1991-PA-99,application/pdf,
cdm104715,104715,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-93;1991-PA-95;1991-PA-98;1991-PA-99,application/pdf,
cdm104716,104716,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-93;1991-PA-95;1991-PA-98;1991-PA-99,application/pdf,
cdm104717,104717,Bill Analysis,1991-HB-4827;1991-HB-4828,1991-PA-98;1991-PA-99,application/pdf,
cdm104718,104718,House Bills,1991-HB-4828,1991-PA-98,application/pdf,
cdm104719,104719,House Bills,1991-HB-4828,1991-PA-98,application/pdf,
cdm104720,104720,House Bills,1991-HB-4828;,1991-PA-98,application/pdf,
cdm104722,104722,Bill Analysis,1991-HB-4827;1991-HB-4828;1991-SB-314;1991-SB-315,1991-PA-99;1991-PA-98;1991-PA-95;1991-PA-93,application/pdf,
cdm105720,105720,Bill Analysis,1985-HB-4706 ; 1985-HB-4707,1985-PA-139 ; 1986-PA-58,application/pdf,
cdm105721,105721,Bill Analysis,1985-HB-4706,1986-PA-58,application/pdf,
cdm105722,105722,Bill Analysis,1985-HB-4699;1985-HB-4700;1985-HB-4701;1985-HB-4702;1985-HB-4703;1985-HB-4704;1985-HB-4705;1985-HB-4706;1985-HB-4707;1985-HB-4708;1985-HB-4709;1985-HB-4820,1986-PA-58;1985-PA-139,application/pdf,
cdm105723,105723,House Journal Entries,1985-HB-4706,1986-PA-58,application/pdf,
cdm105724,105724,Senate Journal Entries,1985-HB-4706,1986-PA-58,application/pdf,
cdm105725,105725,Public Acts,1985-HB-4706,1986-PA-58,application/pdf,
cdm107082,107082,House Journal entries,1989-HB-4146,1989-PA-131,application/pdf,
cdm107344,107344,Bill Analysis,1996-HB-5570;1996-HB-5571;1996-HB-5572;1996-HB-5573;1996-HB-5574,1996-PA-515;1996-PA-516;1996-PA-517;1996-PA-518;1996-PA-472,application/pdf,
cdm107345,107345,Bill Analysis,1996-HB-5570;1996-HB-5571;1996-HB-5572;1996-HB-5573;1996-HB-5574,1996-PA-515;1996-PA-516;1996-PA-517;1996-PA-518;1996-PA-472,application/pdf,
cdm107346,107346,Bill Analysis,1996-HB-5570;1996-HB-5571;1996-HB-5572;1996-HB-5573;1996-HB-5574,1996-PA-515;1996-PA-516;1996-PA-517;1996-PA-518;1996-PA-472,application/pdf,
cdm107347,107347,Bill Analysis,1991-HB-5029;1991-HB-5030,1992-PA-123;1992-PA-124,application/pdf,
cdm107348,107348,Bill Analysis,1991-HB-5029;1991-HB-5030,1992-PA-123;1992-PA-124,application/pdf,
cdm107349,107349,Bill Analysis,1991-HB-5029;1991-HB-5030,1992-PA-123;1992-PA-124,application/pdf,
cdm107705,107705,Introduced bill,1929-SB-52;1929-File-239;1929-File-53,1929-PA-16,application/pdf,
cdm107706,107706,Introduced bill,1929-SB-52;1929-File-239;1929-File-53,1929-PA-16,application/pdf,
cdm107707,107707,Introduced bill,1993-SB-113,,application/pdf,
cdm107708,107708,Bill Analysis,1982-SB-914,1982-PA-313,application/pdf,
cdm107709,107709,Bill Analysis,1981-SB-162,1981-PA-94,application/pdf,
cdm107710,107710,Bill Analysis,1981-SB-162,1981-PA-94,application/pdf,
cdm107711,107711,Senate Journal entries,1967-SB-89,1967-PA-281,application/pdf,
cdm107712,107712,House Journal entries,1967-SB-89,1967-PA-281,application/pdf,
cdm107713,107713,House Journal entries,1967-HB-2142,Did not become law,application/pdf,
cdm107714,107714,Bill synopsis,1977-HB-4752,1977-PA-303,application/pdf,
cdm107715,107715,Bill Analysis,1977-HB-4752,1977-PA-303,application/pdf,
cdm107716,107716,Bill Analysis,1977-HB-4752,1977-PA-303,application/pdf,
cdm107717,107717,Enrolled bill,1977-HB-4752,1977-PA-303,application/pdf,
cdm107718,107718,Bill Analysis,1977-HB-4752,1977-PA-303,application/pdf,
cdm107719,107719,Introduced bill,1977-HB-4752,1977-PA-303,application/pdf,
cdm107720,107720,House Journal entries,1977-HB-4752,1977-PA-303,application/pdf,
cdm108263,108263,Bill Analysis,1985-HB-4596,1986-PA-193,application/pdf,
cdm108264,108264,Bill Analysis,1985-HB-4596,1986-PA-193,application/pdf,
cdm108265,108265,Bill Analysis,1985-HB-4596,1986-PA-193,application/pdf,
