objectid,cdmid,title,bill_number,public_act_number,format,date_published
cdm108694,108694,Senate Bills,1982-SB-816,1982-PA-352,application/pdf,
cdm108695,108695,Bill Analysis,1982-SB-816,1982-PA-352,application/pdf,
cdm108696,108696,Bill Analysis,1982-SB-816,1982-PA-352,application/pdf,
cdm108697,108697,Bill Analysis,1982-SB-816,1982-PA-352,application/pdf,
cdm108698,108698,Bill Analysis,1982-SB-816,1982-PA-352,application/pdf,
cdm108699,108699,Senate Bills,1982-SB-816,1982-PA-352,application/pdf,
cdm108700,108700,Bill Analysis,1982-SB-816,1982-PA-352,application/pdf,
cdm108701,108701,Senate Bills,1982-SB-816,1982-PA-352,application/pdf,
cdm108702,108702,Bill Analysis,1989-SB-175,1990-PA-72,application/pdf,
cdm108703,108703,Bill Analysis,1989-SB-175,1990-PA-72,application/pdf,
cdm108704,108704,Bill Analysis,1989-SB-175,1990-PA-72,application/pdf,
cdm108705,108705,Bill Analysis,1989-SB-175,1990-PA-72,application/pdf,
cdm108764,108764,Bill Analysis,1981-HB-4684,1982-PA-162,application/pdf,
cdm108765,108765,Bill Analysis,1972-SB-1382,1972-PA-239,application/pdf,
cdm108766,108766,Senate Bills,1972-SB-1382,1972-PA-239,application/pdf,
cdm108767,108767,Bill Analysis,1972-SB-1382,1972-PA-239,application/pdf,
cdm108768,108768,Bill Analysis,1973-SB-660,1974-PA-74,application/pdf,
cdm108769,108769,Bill Analysis,1973-SB-660,1974-PA-74,application/pdf,
cdm108770,108770,Bill Analysis,1973-SB-660,1974-PA-74,application/pdf,
cdm108771,108771,Senate Bills,1973-SB-660,1974-PA-74,application/pdf,
cdm108772,108772,Senate Bills,1973-SB-660,1974-PA-74,application/pdf,
cdm108773,108773,Bill Analysis,1982-SB-979,1982-PA-539,application/pdf,
cdm108774,108774,Bill Analysis,2009-SB-981,2009-PA-205,application/pdf,
cdm108775,108775,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108778,108778,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108779,108779,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108780,108780,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108781,108781,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108782,108782,Bill Analysis,1985-HB-4737,1986-PA-59,application/pdf,
cdm108784,108784,Bill Analysis,1971-HB-5372,1972-PA-133,application/pdf,
cdm108785,108785,Bill Analysis,1971-HB-5372,1972-PA-133,application/pdf,
cdm108786,108786,Bill Analysis,1971-HB-5372,1972-PA-133,application/pdf,
cdm108787,108787,Bill Analysis,1983-SB-553,1984-PA-379,application/pdf,
cdm108788,108788,Bill Analysis,1983-SB-553,1984-PA-379,application/pdf,
cdm108789,108789,Bill Summary,1993-HB-5130,1994-PA-114,application/pdf,
cdm108790,108790,Bill Analysis,1993-HB-5130,1994-PA-114,application/pdf,
cdm108791,108791,Bill Analysis,1993-HB-5130,1994-PA-114,application/pdf,
cdm108792,108792,Senate Bills,1987-SB-162,1987-PA-14,application/pdf,
cdm108793,108793,Bill Analysis,1987-SB-162,1987-PA-14,application/pdf,
cdm108794,108794,Bill Analysis,1987-SB-162,1987-PA-14,application/pdf,
cdm108795,108795,Senate Bill,1987-SB-162,1987-PA-14,application/pdf,
cdm108796,108796,Senate Bills,1987-SB-162,1987-PA-14,application/pdf,
cdm108797,108797,Bill Analysis,1987-SB-162,1987-PA-14,application/pdf,
cdm108798,108798,Bill Analysis,1987-SB-162,1987-PA-14,application/pdf,
cdm108799,108799,Bill Analysis,1987-SB-162,1987-PA-14,application/pdf,
cdm108800,108800,Bill Analysis,1993-HB-4200,1994-PA-373,application/pdf,
cdm108801,108801,Bill Analysis,1993-HB-4200,1994-PA-373,application/pdf,
cdm108802,108802,Bill Analysis,1993-HB-4201,1994-PA-209,application/pdf,
cdm108803,108803,Bill Analysis,1993-HB-4200;1993-HB-4201;1993-HB-4428;1993-HB-4429,1994-PA-373;1994-PA-209;1994-PA-208,application/pdf,
cdm108804,108804,Bill Analysis,1993-HB-4200;1993-HB-4201;1993-HB-4428;1993-HB-4429,1994-PA-373;1994-PA-209;1994-PA-208,application/pdf,
cdm108805,108805,Bill Analysis,1993-HB-4201,1994-PA-209,application/pdf,
cdm108806,108806,Bill Analysis,1993-HB-4203,1994-PA-244,application/pdf,
cdm108807,108807,Bill Analysis,1993-HB-4202,1994-PA-243,application/pdf,
cdm108808,108808,Bill Analysis,1993-HB-4202,1994-PA-243,application/pdf,
cdm108809,108809,Bill Analysis,1993-HB-4203,1994-PA-244,application/pdf,
cdm108810,108810,Bill Analysis,1993-HB-4202,1994-PA-243,application/pdf,
cdm108811,108811,Bill Analysis,1993-HB-4203,1994-PA-244,application/pdf,
cdm108812,108812,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108813,108813,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108814,108814,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108815,108815,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108816,108816,Bill Analysis,1993-HB-4428;1993-SB-721,1994-PA-208;1994-PA-222,application/pdf,
cdm108817,108817,Bill Analysis,1993-HB-4638;1993-SB-299,1994-PA-206;1994-PA-202,application/pdf,
cdm108818,108818,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108819,108819,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108820,108820,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108821,108821,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108822,108822,Bill Analysis,1993-HB-4428;1993-SB-721,1994-PA-208;1994-PA-222,application/pdf,
cdm108823,108823,Bill Analysis,1993-HB-4614,1994-PA-207,application/pdf,
cdm108824,108824,Bill Analysis,1993-HB-4638;1993-SB-299,1994-PA-206;1994-PA-202,application/pdf,
cdm108825,108825,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108826,108826,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108827,108827,Bill Analysis,1993-SB-299,1994-PA-202,application/pdf,
cdm108828,108828,Bill Analysis,1983-SB-540;1983-SB-541,1984-PA-115,application/pdf,
cdm108829,108829,Bill Analysis,1983-SB-541,1984-PA-115,application/pdf,
cdm108830,108830,Bill Analysis,1983-SB-541,1984-PA-115,application/pdf,
cdm108831,108831,Bill Analysis,1983-SB-541,1984-PA-115,application/pdf,
cdm108832,108832,Bill Analysis,1983-SB-541,1984-PA-115,application/pdf,
cdm108833,108833,Bill Analysis,1993-SB-721,1994-PA-222,application/pdf,
cdm108834,108834,Bill Analysis,1993-SB-721,1994-PA-222,application/pdf,
cdm108835,108835,Bill Analysis,1993-SB-721,1994-PA-222,application/pdf,
cdm108836,108836,Bill Analysis,1993-SB-722,1994-PA-203,application/pdf,
cdm108837,108837,Bill Analysis,1993-SB-722,1994-PA-203,application/pdf,
cdm108838,108838,Bill Analysis,1993-SB-722,1994-PA-203,application/pdf,
cdm108839,108839,Bill Analysis,1993-SB-723,1994-PA-204,application/pdf,
cdm108840,108840,Bill Analysis,1993-SB-723,1994-PA-204,application/pdf,
cdm108841,108841,Bill Analysis,1993-SB-723,1994-PA-204,application/pdf,
cdm108842,108842,Bill Analysis,1993-SB-724,1994-PA-205,application/pdf,
cdm108843,108843,Bill Analysis,1993-SB-724,1994-PA-205,application/pdf,
cdm108844,108844,Bill Analysis,1993-SB-724,1994-PA-205,application/pdf,
cdm108845,108845,Bill Analysis,1993-SB-725,1994-PA-264,application/pdf,
cdm108846,108846,Bill Analysis,1993-SB-725,1994-PA-264,application/pdf,
cdm108877,108877,Bill Analysis,1981-HB-4668,1982-PA-208,application/pdf,
cdm108878,108878,Bill Analysis,1981-HB-4668,1982-PA-208,application/pdf,
cdm108879,108879,Bill Analysis,1985-HB-5223;1985-HB-5350,1986-PA-127;1986-PA-194,application/pdf,
cdm108880,108880,Bill Analysis,1985-HB-5223,1986-PA-127,application/pdf,
cdm108881,108881,Bill Analysis,1985-HB-5223,1986-PA-127,application/pdf,
cdm108882,108882,Bill Analysis,1987-HB-4735,1987-PA-231,application/pdf,
cdm108883,108883,Bill Analysis,1987-HB-4735;1987-HB-5071,1987-PA-231;1987-PA-232,application/pdf,
cdm108884,108884,Bill Analysis,1987-HB-4735,1987-PA-231,application/pdf,
cdm108885,108885,Bill Analysis,1987-HB-4735,1987-PA-231,application/pdf,
cdm108886,108886,House Bills,1987-HB-4833,,application/pdf,
cdm108887,108887,Bill Analysis,1991-HB-5300,1991-PA-180,application/pdf,
cdm108888,108888,Bill Analysis,1991-HB-5300,1991-PA-180,application/pdf,
cdm108889,108889,Bill Analysis,1991-HB-5407,1992-PA-300,application/pdf,
cdm108890,108890,Bill Analysis,1991-HB-5407,1992-PA-300,application/pdf,
cdm108891,108891,Bill Analysis,1991-HB-5407,1992-PA-300,application/pdf,
cdm108892,108892,Bill Analysis,1991-HB-5407,1992-PA-300,application/pdf,
cdm108893,108893,Bill Analysis,1987-SB-446,,application/pdf,
cdm108894,108894,Bill Analysis,1988-HB-5571,1988-PA-481,application/pdf,
cdm108895,108895,Senate Bills,1987-SB-446,,application/pdf,
cdm108896,108896,Bill Analysis,1988-HB-5571,1988-PA-481,application/pdf,
cdm108897,108897,Bill Analysis,1988-HB-5571,1988-PA-481,application/pdf,
cdm108898,108898,Bill Analysis,1988-HB-5571,1988-PA-481,application/pdf,
cdm108899,108899,Bill Analysis,1988-HB-5571,1988-PA-481,application/pdf,
cdm108900,108900,House Bills,1989-HB-4981,,application/pdf,
cdm108901,108901,Bill Analysis,1982-HB-5609;1982-HB-5610;1981-HB-4556,1982-PA-211;1982-PA-249;1982-PA-250,application/pdf,
cdm108902,108902,Bill Analysis,1982-HB-5609;1982-HB-5610;1981-HB-4556,1982-PA-211;1982-PA-249;1982-PA-250,application/pdf,
cdm108903,108903,Bill Analysis,1981-SB-154;1981-SB-155,1982-PA-34;1982-PA-35,application/pdf,
cdm108904,108904,Bill Analysis,1981-SB-154;1981-SB-155,1982-PA-34;1982-PA-35,application/pdf,
cdm108905,108905,Bill Analysis,1985-HB-4282,1986-PA-163,application/pdf,
cdm108906,108906,Bill Analysis,1985-HB-4282,1986-PA-163,application/pdf,
cdm108907,108907,Bill Analysis,1985-HB-4282,1986-PA-163,application/pdf,
cdm108941,108941,Bill Analysis,1995-HB-4325,1996-PA-233,application/pdf,
cdm108942,108942,Bill Analysis,1993-HB-4104;1993-HB-4160,1993-PA-13;1993-PA-14,application/pdf,
cdm108943,108943,Bill Analysis,1993-HB-4104;1993-HB-4160,1993-PA-13;1993-PA-14,application/pdf,
cdm108944,108944,Bill Analysis,1993-HB-4104;1993-HB-4160,1993-PA-13;1993-PA-14,application/pdf,
cdm108945,108945,Bill Analysis,1993-HB-4160;1993-HB-4104,1993-PA-14;1993-PA-13,application/pdf,
cdm108946,108946,Bill Analysis,1987-HB-4820,1988-PA-461,application/pdf,
cdm109151,109151,Bill Analysis,1985-HB-4192,1985-PA-91,application/pdf,
cdm109152,109152,Bill Analysis,1985-HB-4192,1985-PA-91,application/pdf,
cdm109153,109153,Bill Analysis,1985-HB-4192,1985-PA-91,application/pdf,
cdm109154,109154,Bill Analysis,1989-HB-4433,1989-PA-193,application/pdf,
cdm109155,109155,Bill Analysis,1989-HB-4433,1989-PA-193,application/pdf,
cdm109156,109156,Bill Analysis,1989-HB-4433;1989-HB-4466,1989-PA-193;1989-PA-194,application/pdf,
cdm109157,109157,Bill Analysis,1989-HB-4433;1989-HB-4466,1989-PA-193;1989-PA-194,application/pdf,
cdm109158,109158,Bill Analysis,1989-HB-4466,1989-PA-194,application/pdf,
cdm109159,109159,Bill Analysis,1989-HB-4466,1989-PA-194,application/pdf,
cdm109160,109160,Bill Analysis,1989-HB-4466,1989-PA-194,application/pdf,
cdm109161,109161,Bill Analysis,1989-HB-4433;1989-HB-4466;1989-HB-4095,1989-PA-193;1989-PA-194,application/pdf,
cdm109162,109162,Bill Analysis,1990-SB-898,1990-PA-298,application/pdf,
cdm109258,109258,Bill Analysis,1995-HB-4729,1995-PA-263,application/pdf,
cdm109259,109259,Bill Analysis,1995-HB-4729,1995-PA-263,application/pdf,
cdm109260,109260,Bill Analysis,1995-HB-4729,1995-PA-263,application/pdf,
cdm109261,109261,Bill Analysis,1995-HB-5271,1995-PA-275,application/pdf,
cdm109262,109262,Bill Analysis,1995-HB-5271,1995-PA-275,application/pdf,
cdm109263,109263,Bill Analysis,1995-SB-606;1995-SB-607;1995-SB-608;1995-SB-609;1995-SB-610;1995-SB-611;1995-SB-612;1995-SB-613;1995-SB-614;1995-SB-615;1995-SB-616;1995-SB-617;1995-SB-618;1995-SB-619;1995-SB-620;1995-SB-621;1995-SB-622;1995-SB-623;1995-SB-624,1996-PA-3;1996-PA-6;1996-PA-7;1996-PA-144;1996-PA-4;1996-PA-8;1996-PA-5;1996-PA-9;1996-PA-10;1996-PA-11;1996-PA-12;1996-PA-13;1996-PA-14;1996-PA-15;1996-PA-16;1996-PA-17;1996-PA-18;1996-PA-19;1996-PA-25,application/pdf,
cdm109264,109264,Bill Analysis,1995-SB-606;1995-SB-607;1995-SB-608;1995-SB-609;1995-SB-610;1995-SB-611;1995-SB-612;1995-SB-613;1995-SB-614;1995-SB-615;1995-SB-616;1995-SB-617;1995-SB-618;1995-SB-619;1995-SB-620;1995-SB-621;1995-SB-622;1995-SB-623;1995-SB-624,1996-PA-3;1996-PA-6;1996-PA-7;1996-PA-144;1996-PA-4;1996-PA-8;1996-PA-5;1996-PA-9;1996-PA-10;1996-PA-11;1996-PA-12;1996-PA-13;1996-PA-14;1996-PA-15;1996-PA-16;1996-PA-17;1996-PA-18;1996-PA-19;1996-PA-25,application/pdf,
cdm109265,109265,Bill Analysis,1995-HB-4478,1996-PA-167,application/pdf,
cdm109266,109266,Bill Analysis,1995-HB-4478,1996-PA-167,application/pdf,
cdm109267,109267,Bill Analysis,1995-HB-4478,1996-PA-167,application/pdf,
cdm109268,109268,Bill Analysis,1995-HB-4484,1996-PA-95,application/pdf,
cdm109269,109269,Bill Analysis,1995-HB-4484,1996-PA-95,application/pdf,
cdm109270,109270,Bill Analysis,1995-HB-4484,1996-PA-95,application/pdf,
cdm109271,109271,Bill Analysis,1995-HB-4662,1995-PA-53,application/pdf,
cdm109272,109272,Bill Analysis,1995-HB-4662,1995-PA-53,application/pdf,
cdm109273,109273,Bill Analysis,1995-HB-4662,1995-PA-53,application/pdf,
cdm109274,109274,Bill Analysis,1993-HB-5166,1994-PA-123,application/pdf,
cdm109275,109275,Bill Analysis,1993-SB-501,1994-PA-11,application/pdf,
cdm109276,109276,Bill Analysis,1993-SB-501,1994-PA-11,application/pdf,
cdm109277,109277,Bill Analysis,1993-HB-5166,1994-PA-123,application/pdf,
cdm109278,109278,Bill Analysis,1993-HB-5166,1994-PA-123,application/pdf,
cdm109279,109279,Bill Analysis,1993-SB-3,1994-PA-118,application/pdf,
cdm109280,109280,Bill Analysis,1993-SB-3,1994-PA-118,application/pdf,
cdm109281,109281,Bill Analysis,1991-HB-4099,1991-PA-165,application/pdf,
cdm109282,109282,Bill Analysis,1987-SB-279,1988-PA-516,application/pdf,
cdm109283,109283,Bill Analysis,1987-SB-279,1988-PA-516,application/pdf,
cdm109284,109284,Bill Analysis,1991-HB-4099,1991-PA-165,application/pdf,
cdm109285,109285,Bill Analysis,1991-HB-4099,1991-PA-165,application/pdf,
cdm109286,109286,Bill Analysis,1991-HB-5188,1992-PA-57,application/pdf,
cdm109287,109287,Bill Analysis,1987-HB-4163,1987-PA-55,application/pdf,
cdm109288,109288,Bill Analysis,1987-HB-4569,1987-PA-62,application/pdf,
cdm109289,109289,Bill Analysis,1987-HB-4163,1987-PA-55,application/pdf,
cdm109290,109290,Bill Analysis,1987-HB-4569,1987-PA-62,application/pdf,
cdm109291,109291,Bill Analysis,1987-HB-4640,1988-PA-243,application/pdf,
cdm109292,109292,Bill Analysis,1987-HB-4640,1988-PA-243,application/pdf,
cdm109293,109293,Bill Analysis,1987-HB-4640,1988-PA-243,application/pdf,
cdm109294,109294,Bill Analysis,1983-HB-4831,1984-PA-144,application/pdf,
cdm109295,109295,Bill Analysis,1983-HB-4831,1984-PA-144,application/pdf,
cdm109296,109296,Bill Analysis,1974-HB-6083,1974-PA-210,application/pdf,
cdm109298,109298,Bill Analysis,1975-HB-5779,1976-PA-193,application/pdf,
cdm109299,109299,Bill Analysis,1975-HB-5779,1976-PA-193,application/pdf,
cdm109300,109300,Bill Analysis,1981-HB-4681,1981-PA-229,application/pdf,
cdm109301,109301,Bill Analysis,1981-HB-4681,1981-PA-229,application/pdf,
cdm109302,109302,Bill Analysis,1981-HB-4681,1981-PA-229,application/pdf,
cdm109303,109303,Bill Analysis,1981-HB-4681,1981-PA-229,application/pdf,
cdm109304,109304,Bill Analysis,1981-HB-4168,1981-PA-40,application/pdf,
cdm109305,109305,Bill Analysis,1981-HJR-G;1981-HB-4168;1981-HB-4169;1981-HB-4170;1981-HB-4171;1981-HB-4172;1981-HB-4173;1981-HB-4174;1981-HB-4175;1981-HB-4541;1981-HB-4581,1981-PA-40;1981-PA-20;1981-PA-21;1981-PA-22;1981-PA-23;1981-PA-24;1981-PA-41;1981-PA-43;1981-PA-60;1981-PA-51,application/pdf,
cdm109306,109306,Bill Analysis,1973-HB-4402,1973-PA-68,application/pdf,
cdm109307,109307,Bill Analysis,1976-HB-6272,1976-PA-177,application/pdf,
cdm109308,109308,Bill Analysis,1979-SB-553,1980-PA-14,application/pdf,
cdm109313,109313,Bill Analysis,1979-HB-5139,1980-PA-18,application/pdf,
cdm109314,109314,Bill Analysis,1979-HB-5139,1980-PA-18,application/pdf,
cdm109315,109315,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109316,109316,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109317,109317,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109318,109318,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109319,109319,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109320,109320,Bill Analysis,1995-HB-4332,1996-PA-206,application/pdf,
cdm109321,109321,Bill Analysis,1979-HB-5139,1980-PA-18,application/pdf,
cdm109322,109322,Bill Analysis,1979-HB-5139,1980-PA-18,application/pdf,
cdm109323,109323,Bill Analysis,1979-HB-5139,1980-PA-18,application/pdf,
cdm109324,109324,Bill Analysis,1979-SB-553,1980-PA-14,application/pdf,
cdm109326,109326,Bill Analysis,1996-HB-5858,1996-PA-459,application/pdf,
cdm109327,109327,Bill Analysis,1996-HB-5858,1996-PA-459,application/pdf,
cdm109328,109328,Bill Analysis,1995-HB-4508,1995-PA-161,application/pdf,
cdm109329,109329,Bill Analysis,1995-HB-4508;1995-SB-344,1995-PA-161;1995-PA-249,application/pdf,
cdm109330,109330,Bill Analysis,1996-HB-5858,1996-PA-459,application/pdf,
cdm109331,109331,Bill Analysis,1996-SB-988,1996-PA-456,application/pdf,
cdm109332,109332,Senate Bills,1996-SB-988,1996-PA-456,application/pdf,
cdm109333,109333,Senate Bills,1996-SB-988,1996-PA-456,application/pdf,
cdm109334,109334,House Bills,1996-HB-5858,1996-PA-459,application/pdf,
cdm109335,109335,House Bills,1996-HB-5858,1996-PA-459,application/pdf,
cdm109336,109336,House Bills,1996-HB-5858,1996-PA-459,application/pdf,
cdm109337,109337,House Bills,1996-HB-5858,1996-PA-459,application/pdf,
cdm109338,109338,Bill Analysis,1986-HB-5754,1986-PA-265,application/pdf,
cdm109339,109339,House Journal Entries,1973-HB-4402,1973-PA-68,application/pdf,
cdm109340,109340,Senate Journal Entries,1973-HB-4402,1973-PA-68,application/pdf,
cdm109343,109343,House Journal Entries,1974-HB-6083,1974-PA-210,application/pdf,
cdm109344,109344,Senate Journal Entries,1974-HB-6083,1974-PA-210,application/pdf,
cdm109345,109345,House Journal Entries,1976-HB-6272,1976-PA-177,application/pdf,
cdm109346,109346,Senate Journal Entries,1976-HB-6272,1976-PA-177,application/pdf,
cdm109347,109347,House Journal Entries,1979-SB-553,1980-PA-14,application/pdf,
cdm109348,109348,Senate Journal Entries,1979-SB-553,1980-PA-14,application/pdf,
cdm109349,109349,Bill Analysis,1975-HB-4977,,application/pdf,
cdm109350,109350,"1976-PA-331, Bill Analysis, 12/7/1976",1975-SB-1,1976-PA-331,application/pdf,
cdm109351,109351,Bill Analysis,1975-SB-1,1976-PA-331,application/pdf,
cdm109352,109352,Bill Analysis,1975-SB-1,1976-PA-331,application/pdf,
cdm109353,109353,Bill Analysis,1983-HB-5118;1983-HB-5119,1984-PA-91;1984-PA-92,application/pdf,
cdm109354,109354,Bill Analysis,1983-HB-5118;1983-HB-5119,1984-PA-91;1984-PA-92,application/pdf,
cdm109355,109355,Bill Analysis,1983-HB-5118;1983-HB-5119,1984-PA-91;1984-PA-92,application/pdf,
cdm109356,109356,Bill Analysis,1996-HB-6206;1996-HB-6207;1996-HB-6229;1996-HB-6230,1996-PA-486;1996-PA-487;1996-PA-488;1996-PA-489,application/pdf,
cdm109357,109357,Bill Analysis,1996-HB-6206;1996-HB-6207;1996-HB-6229;1996-HB-6230,1996-PA-486;1996-PA-487;1996-PA-488;1996-PA-489,application/pdf,
cdm109359,109359,House Journal entries,1979-SB-553,1980-PA-14,application/pdf,
cdm109360,109360,Senate Journal entries,1979-SB-553,1980-PA-14,application/pdf,
cdm109361,109361,Bill Analysis,1981-HB-4014,1981-PA-95,application/pdf,
cdm109362,109362,Bill Analysis,1981-HB-4014,1981-PA-95,application/pdf,
cdm109363,109363,Bill Analysis,1981-HB-4014,1981-PA-95,application/pdf,
cdm109364,109364,Bill Analysis,1981-HB-4014,1981-PA-95,application/pdf,
cdm109377,109377,House Journal Entries,1975-HB-5779,1976-PA-193,application/pdf,
cdm109378,109378,Senate Journal Entries,1975-HB-5779,1976-PA-193,application/pdf,
cdm109379,109379,House Journal Entries,1981-HB-4681,1981-PA-229,application/pdf,
cdm109380,109380,Senate Journal Entries,1981-HB-4681,1981-PA-229,application/pdf,
cdm109381,109381,Senate Journal Entries,1993-SB-3,1994-PA-118,application/pdf,
cdm109382,109382,House Journal Entries,1993-SB-3,1994-PA-118,application/pdf,
cdm109383,109383,House Journal Entries,1979-HB-5139,1980-PA-18,application/pdf,
cdm109384,109384,Senate Journal Entries,1979-HB-5139,1980-PA-18,application/pdf,
cdm109385,109385,House Journal Entries,1981-HB-4168,1981-PA-40,application/pdf,
cdm109386,109386,Senate Journal Entries,1981-HB-4168,1981-PA-40,application/pdf,
cdm109387,109387,House Journal Entries,1983-HB-4831,1984-PA-144,application/pdf,
cdm109388,109388,Senate Journal Entries,1983-HB-4831,1984-PA-144,application/pdf,
cdm109389,109389,Bill Analysis,1979-HB-4532,1979-PA-149,application/pdf,
cdm109390,109390,Bill Analysis,1979-HB-4532,1979-PA-149,application/pdf,
cdm109391,109391,Bill Analysis,1979-HB-4532,1979-PA-149,application/pdf,
cdm109392,109392,Bill Analysis,1985-HB-4111,1986-PA-80,application/pdf,
cdm109393,109393,Bill Analysis,1985-HB-4111,1986-PA-80,application/pdf,
cdm109394,109394,Bill Analysis,1985-HB-4111,1986-PA-80,application/pdf,
cdm109534,109534,House Journal Entries,1987-HB-4163,1987-PA-55,application/pdf,
cdm109535,109535,Senate Journal Entries,1987-HB-4163,1987-PA-55,application/pdf,
cdm109536,109536,House Journal Entries,1987-HB-4640,1988-PA-243,application/pdf,
cdm109537,109537,Senate Journal Entries,1987-HB-4640,1988-PA-243,application/pdf,
cdm109538,109538,House Journal Entries,1987-SB-279,1988-PA-516,application/pdf,
cdm109539,109539,Senate Journal Entries,1987-SB-279,1988-PA-516,application/pdf,
cdm109540,109540,House Journal Entries,1993-HB-5166,1994-PA-123,application/pdf,
cdm109541,109541,Senate Journal Entries,1993-HB-5166,1994-PA-123,application/pdf,
cdm109542,109542,House Journal Entries,1993-SB-501,1994-PA-11,application/pdf,
cdm109543,109543,Senate Journal Entries,1993-SB-501,1994-PA-11,application/pdf,
cdm109544,109544,House Journal Entries,1991-HB-5188,1992-PA-57,application/pdf,
cdm109545,109545,Senate Journal Entries,1991-HB-5188,1992-PA-57,application/pdf,
cdm109546,109546,House Journal Entries,1987-HB-4569,1987-PA-62,application/pdf,
cdm109547,109547,Senate Journal Entries,1987-HB-4569,1987-PA-62,application/pdf,
cdm109548,109548,House Journal Entries,1991-HB-4099,1991-PA-165,application/pdf,
cdm109549,109549,Senate Journal Entries,1991-HB-4099,1991-PA-165,application/pdf,
cdm109672,109672,Bill Analysis,1994-HB-5293,1994-PA-160,application/pdf,
cdm109673,109673,Bill Analysis,1994-HB-5293,1994-PA-160,application/pdf,
cdm109674,109674,Bill Analysis,1994-HB-5293,1994-PA-160,application/pdf,
cdm109675,109675,Bill Analysis,1994-HB-5293,1994-PA-160,application/pdf,
cdm110084,110084,Bill Analysis,1980-HB-5103,,application/pdf,
cdm110085,110085,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110086,110086,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110087,110087,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110088,110088,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110089,110089,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110090,110090,Bill Analysis,1989-HB-5103,1990-PA-211,application/pdf,
cdm110091,110091,Bill Analysis,1991-SB-243,1991-PA-80,application/pdf,
cdm110092,110092,Bill Analysis,1991-SB-243,1991-PA-80,application/pdf,
cdm110093,110093,Bill Analysis,1992-HB-6099,1992-PA-244,application/pdf,
cdm110094,110094,Bill Analysis,1992-HB-6099,1992-PA-244,application/pdf,
cdm110095,110095,Bill Analysis,1992-HB-6099,1992-PA-244,application/pdf,
cdm110096,110096,Bill Analysis,1993-HB-5128,,application/pdf,
cdm110100,110100,Bill Analysis,1987-HB-4932,1988-PA-396,application/pdf,
cdm110105,110105,Bill Analysis,1987-HB-4932,1988-PA-396,application/pdf,
cdm110109,110109,Bill Analysis,1987-HB-4932,1988-PA-396,application/pdf,
cdm110110,110110,Bill Analysis,1987-HB-4932,1988-PA-396,application/pdf,
cdm110111,110111,Bill Analysis,1987-HB-4932,1988-PA-396,application/pdf,
cdm110401,110401,Bill Analysis,1975-HB-4038,1976-PA-222,application/pdf,
cdm110402,110402,Bill Analysis,1975-HB-4038,1976-PA-222,application/pdf,
cdm110405,110405,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110408,110408,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110411,110411,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110414,110414,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110417,110417,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110420,110420,Bill Analysis,1989-HB-4718,1980-PA-162,application/pdf,
cdm110427,110427,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110442,110442,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110457,110457,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110471,110471,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110472,110472,Bill Analysis,1979-HB-4718,1980-PA-162,application/pdf,
cdm110475,110475,Bill Analysis,1981-SB-49,1981-PA-86,application/pdf,
cdm110478,110478,Bill Analysis,1981-SB-49,1981-PA-86,application/pdf,
cdm110556,110556,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
